,0,1,2,3,4,5,6
874,70,70,70,80,70,70,70
875,70,70,70,80,70,86,70
876,77,70,77,77,77,77,73
877,70,74,74,74,70,70,70
878,77,77,70,76,76,77,76
879,70,70,88,70,70,89,89
880,80,80,80,80,80,80,70
881,73,70,73,70,70,73,73
882,70,70,70,80,70,70,70
883,70,70,80,80,70,80,80
884,70,79,79,79,70,79,79
885,83,71,83,83,83,83,71
886,70,88,70,88,86,86,88
887,80,70,80,80,70,80,70
888,80,70,80,80,80,80,70
889,86,70,86,86,70,86,86
890,70,73,74,74,73,73,73
891,70,80,70,70,70,70,89
892,76,81,77,77,77,77,70
893,77,77,77,77,77,70,77
894,76,77,77,77,76,77,77
895,70,83,83,83,88,70,70
896,70,80,70,80,80,70,70
897,87,87,74,73,74,73,73
898,70,80,70,80,70,80,80
899,80,80,80,70,70,80,80
900,70,80,80,70,70,70,70
901,77,77,77,70,70,70,77
902,70,85,70,70,77,88,78
903,70,86,86,86,86,70,86
904,77,70,80,80,80,80,80
905,86,80,71,71,71,71,86
906,80,70,70,70,70,70,70
907,77,77,70,77,70,77,70
908,77,77,71,77,77,71,77
909,71,71,71,71,80,71,80
910,80,80,80,71,80,71,71
911,71,78,78,80,78,78,78
912,73,73,71,73,88,73,71
913,71,77,77,71,77,71,71
914,88,88,88,80,85,71,88
915,71,71,71,71,71,80,71
916,73,88,73,71,73,73,87
917,71,71,73,71,80,73,88
918,86,71,71,86,71,86,86
919,74,87,74,74,68,68,87
920,80,68,68,80,68,68,68
921,80,66,80,66,80,80,86
922,90,90,90,69,69,90,90
923,80,80,64,64,64,80,80
924,69,69,80,74,80,80,80
925,69,69,88,87,87,88,69
926,69,77,77,77,69,69,77
927,69,69,69,69,80,80,69
928,80,83,69,83,69,80,69
929,69,76,69,77,76,76,77
930,69,73,69,69,69,69,69
931,88,69,87,87,69,87,88
932,76,76,76,76,76,76,69
933,80,69,69,69,80,69,80
934,69,69,80,69,80,80,80
935,89,89,80,70,80,70,80
936,80,77,77,70,70,77,70
937,70,70,80,70,70,70,70
938,86,86,77,77,70,77,86
939,68,88,88,68,80,68,80
940,67,77,67,77,67,77,67
941,80,77,77,80,80,77,77
942,80,66,80,80,80,66,66
943,67,67,88,88,67,88,67
944,77,77,77,67,67,77,80
945,86,77,86,36,77,85,77
946,75,54,54,54,75,76,54
947,61,86,86,74,61,74,61
948,86,77,77,70,77,70,86
949,86,80,86,68,86,68,86
950,68,68,80,80,68,68,68
951,81,74,74,81,81,81,76
952,68,77,68,77,77,77,77
953,77,68,68,80,68,68,68
954,68,68,68,79,79,79,79
955,86,68,68,86,68,80,80
956,67,80,67,67,80,80,67
957,65,77,77,65,77,65,65
958,67,80,80,80,80,67,80
959,77,66,77,77,66,77,77
960,80,80,66,80,80,66,66
961,66,66,80,66,80,66,80
962,80,66,80,66,80,80,66
963,80,66,66,80,80,80,66
964,80,77,77,80,68,80,80
965,77,84,84,30,77,77,84
966,30,30,30,86,30,30,30
967,80,9,80,9,9,9,9
968,22,22,22,22,84,22,22
969,76,41,41,41,76,41,76
970,64,64,77,77,77,77,64
971,77,77,89,77,64,89,89
972,80,65,80,65,65,80,80
973,79,69,69,69,69,69,79
974,88,69,88,69,80,69,88
975,88,88,69,88,88,69,69
976,88,87,69,87,69,73,87
977,73,69,69,69,69,69,73
978,85,85,85,88,88,85,85
979,88,80,80,88,88,80,80
980,69,80,69,69,69,80,80
981,69,80,69,80,69,69,69
982,88,73,69,73,69,74,69
983,69,88,88,88,69,69,88
984,88,70,88,70,88,88,70
985,80,69,69,80,80,69,80
986,88,70,70,70,88,88,70
987,70,70,88,88,88,88,70
988,70,70,70,77,77,86,86
989,75,75,75,70,84,84,84
990,80,86,86,70,70,80,70
991,70,78,70,70,70,70,70
992,77,88,77,70,88,88,70
993,76,77,70,84,84,84,84
994,80,70,80,70,80,70,80
995,70,70,70,77,70,70,70
996,68,77,76,76,77,76,77
997,77,77,68,68,77,68,68
998,77,77,77,77,77,77,67
999,67,67,67,67,67,67,67
1000,90,90,67,90,67,77,67
1001,69,69,77,69,77,69,77
1002,77,70,77,70,70,70,77
1003,76,76,70,85,70,77,85
1004,90,90,80,80,66,90,80
1005,80,64,64,80,64,80,64
1006,87,87,64,87,80,80,87
1007,70,70,70,70,77,77,77
1008,80,80,69,69,80,80,69
1009,69,80,80,80,69,80,69
1010,80,69,80,80,80,80,80
1011,69,78,69,69,69,69,78
1012,77,70,80,70,77,70,70
1013,88,88,73,74,70,70,70
1014,70,77,70,77,70,77,77
1015,80,70,80,80,80,80,70
1016,88,70,74,73,88,74,70
1017,80,69,69,80,80,80,80
1018,80,63,63,80,63,80,80
1019,62,88,88,62,88,73,62
1020,85,17,17,88,88,17,17
1021,36,36,36,80,80,36,80
1022,70,79,79,79,79,79,70
1023,70,70,70,70,70,77,77
1024,70,86,86,86,86,86,70
1025,80,88,80,88,70,88,73
1026,70,70,80,70,80,80,77
1027,73,73,73,68,73,68,73
1028,68,77,68,86,77,68,77
1029,68,68,68,68,68,68,77
1030,66,77,66,77,66,77,66
1031,76,67,67,74,74,74,74
1032,67,77,67,77,77,67,67
1033,76,76,76,69,74,76,74
1034,74,74,74,74,74,69,69
1035,66,66,66,66,77,77,66
1036,77,64,77,64,77,77,81
1037,77,77,77,84,84,77,86
1038,88,70,88,70,88,88,70
1039,80,70,80,70,80,80,80
1040,77,69,69,86,86,77,86
1041,86,86,77,86,86,86,77
1042,85,68,85,85,68,68,68
1043,68,68,77,68,68,77,68
1044,80,67,77,77,80,80,77
1045,80,80,80,80,80,66,80
1046,88,88,66,66,66,66,66
1047,77,77,77,77,77,69,69
1048,86,77,86,77,86,69,69
1049,77,69,77,69,69,69,69
1050,80,86,20,80,86,86,86
1051,77,77,77,77,77,77,77
1052,68,83,68,83,68,83,77
1053,80,80,68,68,80,80,68
1054,77,69,69,77,77,77,77
1055,67,80,67,67,80,80,67
1056,65,65,83,83,65,83,65
1057,77,77,69,69,77,69,77
1058,74,67,67,80,67,67,67
1059,69,69,77,77,69,69,77
1060,76,76,69,69,69,69,69
1061,69,69,69,77,80,69,69
1062,71,80,80,80,80,71,71
1063,76,80,80,68,68,76,76
1064,82,82,82,20,20,78,78
1065,79,56,56,56,79,79,79
1066,76,68,68,76,68,76,76
1067,77,69,77,69,69,77,77
1068,69,69,80,69,80,69,80
1069,88,88,67,88,80,88,67
1070,68,77,77,77,77,68,77
1071,68,68,77,77,68,68,77
1072,77,77,86,86,77,77,77
1073,88,67,88,67,88,67,88
1074,67,80,80,77,77,67,80
1075,80,67,80,67,67,80,67
1076,76,74,75,81,81,73,76
1077,67,88,88,67,67,67,67
1078,61,76,76,61,75,61,76
1079,77,84,84,77,84,69,77
1080,69,77,77,77,77,77,77
1081,69,69,78,78,78,78,78
1082,70,80,80,80,80,80,80
1083,70,78,70,70,78,78,88
1084,69,79,69,79,79,79,69
1085,86,69,86,86,69,69,69
1086,80,80,80,80,80,69,69
1087,73,69,69,69,73,69,69
1088,73,73,70,73,73,70,70
1089,88,73,73,70,86,88,86
1090,88,66,88,66,66,66,66
1091,84,50,74,76,75,50,50
1092,77,77,77,69,77,77,69
1093,77,69,77,69,77,69,69
1094,77,69,69,69,77,77,69
1095,69,77,69,77,69,69,69
1096,70,86,70,70,86,70,70
1097,69,80,69,69,69,80,69
1098,77,77,77,69,77,77,77
1099,80,67,67,80,80,67,67
1100,86,77,67,86,77,77,80
1101,85,80,85,80,80,80,80
1102,86,86,77,86,69,69,86
1103,63,63,77,77,63,77,63
1104,77,78,65,77,78,77,80
1105,73,73,74,71,73,88,73
1106,80,78,78,80,78,71,78
1107,68,68,68,80,80,68,68
1108,80,80,80,68,68,68,68
1109,88,80,88,88,88,80,80
1110,87,87,73,87,87,87,68
1111,80,69,69,69,80,80,80
1112,67,80,67,80,80,67,67
1113,80,80,67,67,80,80,67
1114,69,77,69,77,77,77,69
1115,86,69,77,69,86,86,69
1116,74,13,13,13,13,74,74
1117,80,80,69,80,80,69,69
1118,77,77,51,77,51,77,51
1119,80,60,80,80,60,86,86
1120,77,69,77,69,77,69,69
1121,80,84,69,84,69,80,80
1122,78,80,78,12,80,12,78
1123,80,27,80,80,27,80,80
1124,86,5,89,5,89,89,5
1125,34,88,34,88,34,34,34
1126,74,31,80,74,80,31,74
1127,80,80,71,80,80,71,80
1128,79,69,79,79,79,79,79
1129,86,85,85,80,85,80,85
1130,79,69,79,79,69,79,79
1131,68,68,88,68,68,68,68
1132,69,69,86,86,86,69,80
1133,48,81,81,81,48,81,48
1134,69,69,80,69,80,69,80
1135,80,84,84,84,84,64,80
1136,69,80,80,69,80,80,80
1137,69,80,86,86,69,69,80
1138,70,78,78,80,80,70,73
1139,73,73,88,68,68,68,73
1140,77,77,67,67,77,67,67
1141,66,79,66,79,66,66,66
1142,70,79,79,70,70,79,70
1143,78,70,78,70,78,78,78
1144,80,70,70,80,70,80,80
1145,67,67,80,67,67,67,67
1146,66,66,66,66,66,80,80
1147,80,80,80,80,68,80,80
1148,67,67,80,67,67,67,67
1149,44,44,80,80,44,80,44
1150,69,69,80,80,69,80,69
1151,69,78,78,69,78,69,69
1152,70,70,86,89,89,70,89
1153,80,84,66,84,66,80,80
1154,87,38,38,38,87,38,87
1155,86,69,77,77,86,77,77
1156,80,69,80,78,69,78,78
1157,83,70,70,70,70,83,83
1158,69,69,69,80,80,69,80
1159,85,52,87,85,52,52,85
1160,86,80,70,86,70,86,80
1161,73,73,73,80,73,80,73
1162,77,77,77,69,77,69,69
1163,80,69,69,80,69,69,80
1164,70,76,70,76,70,70,70
1165,69,69,80,69,77,69,80
1166,66,77,66,77,66,66,66
1167,77,77,77,77,67,77,67
1168,80,66,80,66,80,66,80
1169,67,67,67,67,80,67,80
1170,80,77,80,80,80,77,77
1171,67,80,67,67,80,67,67
1172,77,77,77,12,12,77,77
1173,70,80,70,86,70,86,86
1174,80,69,80,80,69,88,69
1175,70,70,70,86,86,86,70
1176,80,80,70,70,80,80,80
1177,77,69,77,69,77,77,69
1178,77,77,77,77,67,67,77
1179,77,77,68,68,77,68,77
1180,67,67,67,73,77,67,67
1181,77,73,73,67,77,77,67
1182,67,77,77,77,67,67,77
1183,73,73,73,67,73,73,77
1184,67,67,79,67,67,79,79
1185,77,67,89,77,89,67,67
1186,80,67,77,77,67,80,77
1187,48,48,78,78,78,48,78
1188,63,63,63,73,90,90,90
1189,80,80,70,70,70,80,70
1190,77,77,77,77,86,70,77
1191,80,78,78,71,80,78,80
1192,80,66,66,80,80,80,80
1193,80,80,67,67,67,67,67
1194,67,67,78,78,80,78,67
1195,80,80,80,66,80,66,80
1196,80,65,80,65,80,80,80
1197,69,77,69,69,77,80,69
1198,33,33,78,33,88,78,88
1199,83,77,77,69,69,69,83
1200,23,76,76,80,23,80,23
1201,79,79,79,69,69,79,69
1202,69,77,69,69,69,69,69
1203,86,8,8,77,77,86,84
1204,80,15,15,77,80,15,80
1205,69,80,69,80,80,69,69
1206,77,66,66,77,66,77,66
1207,68,88,88,88,68,88,88
1208,88,78,80,78,88,80,80
1209,77,77,67,77,77,67,77
1210,88,87,88,87,68,68,88
1211,67,80,80,67,80,67,80
1212,86,86,80,85,66,66,66
1213,78,66,80,78,78,78,88
1214,80,80,80,80,49,49,80
1215,69,87,87,69,73,87,73
1216,70,86,70,70,70,70,70
1217,68,88,88,68,68,68,68
1218,77,77,68,68,68,77,68
1219,68,68,86,75,77,77,86
1220,80,68,80,80,80,68,80
1221,67,80,80,67,80,80,67
1222,66,73,66,66,66,66,73
1223,80,80,66,80,80,66,80
1224,67,80,67,80,67,80,67
1225,77,77,68,68,77,68,77
1226,78,70,78,70,80,80,78
1227,80,80,80,80,80,80,80
1228,73,68,68,68,73,73,68
1229,80,80,88,88,88,68,80
1230,77,77,77,77,77,77,77
1231,63,63,80,80,63,63,80
1232,79,79,79,79,64,79,64
1233,80,69,69,69,69,69,69
1234,71,71,71,77,71,71,77
1235,78,67,67,67,78,67,78
1236,70,80,80,80,70,80,80
1237,69,80,69,69,77,69,77
1238,80,80,69,80,69,80,69
1239,68,68,74,68,73,74,86
1240,87,69,87,87,87,75,69
1241,70,80,77,70,80,77,70
1242,64,64,64,77,77,64,77
1243,71,83,83,71,83,83,71
1244,73,73,70,70,70,70,70
1245,78,78,70,70,70,78,78
1246,68,68,68,68,68,68,77
1247,67,67,67,90,90,67,90
1248,88,67,88,67,67,67,88
1249,66,77,77,77,66,77,66
1250,68,73,68,68,73,73,68
1251,77,70,70,70,77,77,77
1252,70,80,80,70,70,80,80
1253,88,88,88,68,68,68,68
1254,70,77,70,77,70,70,70
1255,70,70,80,80,80,70,80
1256,80,70,80,80,80,80,70
1257,70,70,70,70,80,70,70
1258,77,70,86,77,70,86,77
1259,86,69,86,77,77,77,69
1260,68,80,68,68,80,80,80
1261,68,80,80,80,68,68,68
1262,86,86,69,69,69,69,86
1263,69,80,80,80,80,80,69
1264,80,69,80,80,69,80,69
1265,70,70,80,80,70,80,70
1266,46,80,46,46,46,46,46
1267,68,68,68,68,68,80,68
1268,65,65,80,65,80,80,80
1269,86,77,77,86,30,30,30
1270,77,77,77,66,66,77,66
1271,77,67,77,67,77,77,77
1272,67,77,77,67,80,67,80
1273,80,88,80,80,80,88,80
1274,87,87,88,87,87,66,87
1275,88,67,67,67,67,88,88
1276,80,69,69,80,80,80,69
1277,69,78,73,78,78,73,69
1278,84,80,80,80,80,70,70
1279,70,74,70,74,70,70,76
1280,70,78,78,70,78,70,78
1281,80,69,80,69,80,69,69
1282,69,69,80,80,80,80,69
1283,77,70,70,70,70,77,70
1284,85,69,80,85,80,69,80
1285,67,67,80,80,80,80,80
1286,77,10,10,10,84,77,10
1287,77,77,69,69,69,77,69
1288,77,69,77,69,69,69,69
1289,86,86,86,69,86,86,86
1290,67,86,67,67,80,80,86
1291,69,69,69,69,69,77,69
1292,76,70,70,76,81,76,76
1293,76,81,81,71,74,74,71
1294,79,71,71,71,71,71,79
1295,70,80,77,77,70,77,80
1296,80,80,69,69,69,80,77
1297,80,80,67,67,80,67,67
1298,84,84,26,26,26,26,84
1299,14,86,80,86,86,86,14
1300,80,86,70,70,70,80,80
1301,77,54,77,77,54,54,77
1302,70,70,77,70,70,77,77
1303,73,73,73,67,67,67,73
1304,69,78,73,78,73,69,78
1305,68,77,77,68,77,68,77
1306,80,67,80,80,67,67,80
1307,67,67,67,67,79,79,79
1308,80,67,67,77,67,80,80
1309,47,80,47,80,47,80,47
1310,18,80,18,80,18,80,80
1311,69,69,69,77,80,80,77
1312,77,80,77,80,77,77,69
1313,82,71,85,71,85,82,85
1314,88,67,88,88,74,74,88
1315,80,70,86,70,70,70,70
1316,80,80,80,70,80,80,70
1317,69,69,69,69,69,80,80
1318,79,69,79,79,79,79,79
1319,69,80,69,69,80,80,80
1320,80,69,80,69,69,69,69
1321,77,69,69,77,77,69,69
1322,66,77,66,77,66,77,77
1323,80,80,80,80,80,67,67
1324,88,80,69,69,80,80,69
1325,80,69,69,69,69,69,80
1326,69,80,80,69,69,69,69
1327,67,67,80,67,80,67,80
1328,69,69,80,69,69,80,80
1329,69,69,69,80,69,69,69
1330,80,80,80,67,80,80,67
1331,79,68,79,68,68,79,79
1332,80,80,80,66,80,66,66
1333,77,77,67,67,67,67,80
1334,80,80,80,69,69,69,80
1335,80,80,69,69,69,80,80
1336,77,76,69,76,76,76,76
1337,69,69,77,77,69,77,69
1338,69,69,80,80,80,69,69
1339,66,80,80,80,80,66,66
1340,86,86,68,68,86,68,68
1341,80,80,80,80,80,80,65
1342,80,69,80,69,69,80,69
1343,68,80,80,68,68,80,80
1344,80,80,80,80,80,66,66
1345,67,80,67,80,80,80,80
1346,65,65,65,80,65,80,80
1347,80,80,31,80,31,80,31
1348,80,80,80,80,63,80,80
1349,77,66,77,77,66,66,77
1350,22,22,22,22,80,22,22
1351,69,77,77,77,69,69,77
1352,49,49,80,49,80,80,80
1353,86,86,67,86,67,67,86
1354,65,65,65,80,80,80,80
1355,69,80,80,69,69,80,80
1356,77,77,69,77,77,69,69
1357,86,86,86,86,89,86,86
1358,73,73,73,73,69,73,73
1359,80,80,80,69,69,69,69
1360,77,67,77,67,77,67,67
1361,69,69,77,69,77,77,77
1362,69,69,69,69,69,69,69
1363,79,69,69,79,69,79,69
1364,69,73,69,69,69,73,69
1365,80,66,80,73,80,80,80
1366,80,67,79,79,79,67,79
1367,75,75,67,67,75,75,67
1368,67,80,67,80,80,67,80
1369,80,23,80,23,23,23,23
1370,88,80,67,80,88,67,80
1371,67,77,67,67,77,83,67
1372,67,73,73,67,67,67,67
1373,72,44,44,44,44,72,72
1374,53,77,53,77,77,77,53
1375,66,66,66,80,66,66,66
1376,77,70,77,77,77,70,70
1377,77,86,70,77,77,77,86
1378,79,70,79,79,79,79,70
1379,70,86,86,86,70,86,70
1380,80,80,80,80,80,70,70
1381,69,69,69,80,69,80,69
1382,70,70,70,80,70,70,70
1383,76,70,70,74,76,76,76
1384,70,80,70,80,80,70,70
1385,86,86,86,77,86,77,70
1386,87,87,87,70,70,87,87
1387,70,70,70,86,86,86,70
1388,80,70,70,80,80,70,70
1389,80,70,70,80,80,70,80
1390,78,78,70,70,78,70,70
1391,70,70,70,70,70,80,70
1392,70,70,70,70,70,70,80
1393,73,70,70,73,73,73,73
1394,70,86,70,70,86,86,70
1395,71,80,71,71,80,80,80
1396,69,80,80,80,69,80,69
1397,7,7,7,7,7,7,80
1398,80,69,69,80,80,69,80
1399,70,88,70,88,88,88,88
1400,68,68,86,68,68,86,68
1401,66,80,80,66,80,66,80
1402,66,80,66,66,80,66,66
1403,77,67,67,80,77,77,67
1404,60,77,77,77,60,77,60
1405,70,80,70,70,70,70,70
1406,80,86,86,80,86,68,68
1407,67,73,73,73,73,73,73
1408,77,77,77,77,77,68,77
1409,75,75,75,76,76,76,67
1410,66,80,66,80,80,66,66
1411,87,74,74,87,41,87,87
1412,76,68,75,76,75,75,76
1413,67,67,67,67,73,73,67
1414,68,68,73,68,68,73,68
1415,73,73,76,76,76,73,76
1416,73,67,67,67,87,87,73
1417,80,70,80,70,80,80,70
1418,80,66,66,66,80,80,80
1419,87,87,67,73,73,73,67
1420,77,77,70,70,70,70,70
1421,66,66,80,66,66,66,80
1422,82,82,88,88,82,82,82
1423,68,89,68,89,68,89,80
1424,77,77,67,67,80,80,80
1425,67,67,80,67,80,77,80
1426,77,77,80,69,69,77,77
1427,69,69,80,69,69,80,69
1428,77,77,70,77,77,70,70
1429,86,71,71,86,71,71,86
1430,80,70,80,80,70,80,70
1431,88,70,70,88,70,88,88
1432,71,80,80,80,71,80,71
1433,80,73,73,73,70,70,80
1434,71,71,86,86,86,86,86
1435,77,68,68,68,68,68,77
1436,86,80,86,80,66,86,80
1437,77,77,67,67,67,77,77
1438,80,68,68,68,68,68,68
1439,78,67,67,78,80,80,80
1440,80,80,80,67,80,67,67
1441,68,80,86,68,86,80,68
1442,68,80,80,80,80,68,80
1443,67,67,80,80,80,67,80
1444,77,85,38,77,38,85,85
1445,80,80,67,67,80,80,80
1446,77,77,77,77,77,68,77
1447,80,80,80,80,66,66,80
1448,69,80,69,69,80,69,80
1449,80,80,69,80,69,80,80
1450,20,86,74,20,20,86,20
1451,88,13,88,13,88,13,88
1452,77,77,85,77,16,85,85
1453,19,78,19,78,19,80,80
1454,90,20,90,20,20,90,90
1455,16,90,16,90,90,90,16
1456,77,27,27,77,27,77,27
1457,77,69,69,69,77,69,80
1458,84,86,86,84,86,86,84
1459,69,69,69,84,69,69,69
1460,77,69,69,80,77,69,69
1461,77,8,8,8,8,8,8
1462,69,86,86,69,69,86,86
1463,70,70,77,70,77,77,77
1464,68,80,80,80,80,80,68
1465,80,80,80,80,77,77,80
1466,68,80,68,68,80,80,68
1467,80,80,80,80,80,66,80
1468,80,80,80,68,80,68,68
1469,74,74,68,74,76,76,76
1470,68,76,75,76,68,68,75
1471,68,88,88,68,68,68,88
1472,77,87,69,69,87,87,77
1473,76,12,76,80,76,80,80
1474,67,77,86,67,67,77,86
1475,66,80,66,77,77,77,77
1476,21,82,82,82,82,21,82
1477,83,88,88,88,83,70,88
1478,78,78,78,73,73,68,73
1479,77,68,68,68,68,68,68
1480,76,74,77,77,76,77,77
1481,67,67,80,67,80,80,80
1482,79,69,69,79,69,69,69
1483,80,86,86,86,73,71,73
1484,73,77,67,67,73,73,73
1485,67,67,80,67,86,67,67
1486,68,80,80,68,68,68,68
1487,77,77,66,77,77,86,66
1488,80,80,66,66,80,66,66
1489,77,77,67,67,67,67,77
1490,77,77,77,77,77,66,77
1491,73,73,73,88,80,80,88
1492,77,77,77,67,77,67,67
1493,86,86,69,86,86,69,86
1494,69,77,69,77,69,77,69
1495,69,80,80,80,80,69,69
1496,78,78,69,78,69,77,78
1497,79,79,79,79,79,79,79
1498,70,77,77,70,70,70,70
1499,77,77,77,77,77,67,77
1500,77,77,77,77,77,77,69
1501,89,89,89,70,89,70,89
1502,86,67,77,86,86,77,86
1503,68,68,76,76,76,76,74
1504,69,69,77,77,77,69,77
1505,80,78,80,80,78,78,80
1506,80,80,80,69,80,80,69
1507,69,69,77,77,69,77,69
1508,88,68,68,88,88,68,80
1509,77,77,77,77,77,67,67
1510,69,69,78,78,69,69,69
1511,77,77,70,77,70,77,70
1512,80,69,69,80,80,80,69
1513,70,70,70,70,70,70,70
1514,70,80,80,80,70,70,80
1515,68,86,68,68,68,68,74
1516,80,80,67,80,67,67,67
1517,80,69,69,69,80,69,80
1518,80,68,68,68,68,68,80
1519,80,68,68,78,80,68,68
1520,68,68,68,83,83,83,68
1521,66,86,86,66,86,77,77
1522,67,88,67,88,88,67,67
1523,73,74,74,74,73,74,67
1524,69,80,69,69,69,69,80
1525,86,86,71,86,71,77,71
1526,58,88,80,80,80,88,80
1527,71,77,77,71,77,77,77
1528,80,70,70,80,80,70,70
1529,89,89,89,89,69,69,69
1530,80,68,80,68,68,68,68
1531,74,68,68,74,76,76,76
1532,67,80,67,67,80,67,67
1533,80,80,80,66,66,80,80
1534,70,78,78,78,77,77,70
1535,80,67,80,80,80,80,80
1536,69,69,80,69,80,80,80
1537,70,77,70,77,77,70,70
1538,70,80,80,70,80,80,80
1539,80,80,80,66,80,66,66
1540,68,76,68,68,68,76,76
1541,80,80,80,80,80,80,80
1542,2,2,2,80,80,80,2
1543,80,69,69,69,69,69,80
1544,68,68,77,68,77,77,68
1545,86,68,86,68,68,68,80
1546,61,61,80,80,61,61,61
1547,79,68,68,68,79,79,79
1548,68,73,88,68,68,73,88
1549,88,88,88,68,68,68,68
1550,68,68,68,68,77,68,68
1551,67,67,80,67,67,80,67
1552,73,68,73,73,68,68,68
1553,88,68,85,88,68,88,68
1554,67,80,67,80,67,80,67
1555,74,66,66,66,74,76,76
1556,88,88,73,80,73,73,88
1557,80,80,69,77,69,80,80
1558,69,80,80,69,80,80,69
1559,80,88,73,73,88,88,88
1560,78,54,54,54,78,54,78
1561,79,67,80,67,79,80,67
1562,79,79,79,79,66,66,79
1563,86,67,86,67,86,86,67
1564,80,80,64,80,64,80,64
1565,65,65,65,65,80,65,80
1566,80,80,16,16,80,16,80
1567,77,77,77,65,65,77,77
1568,86,65,77,86,65,86,77
1569,80,77,80,80,60,80,80
1570,77,77,65,65,77,65,77
1571,46,80,46,46,46,46,46
1572,55,55,80,80,80,55,55
1573,83,41,83,41,41,83,83
1574,68,89,68,68,89,89,68
1575,80,80,80,80,80,63,80
1576,81,60,81,60,81,60,60
1577,29,80,80,80,29,29,80
1578,40,40,40,40,40,80,80
1579,61,88,61,61,61,61,61
1580,86,86,86,6,86,6,6
1581,85,23,85,85,85,85,85
1582,82,20,82,20,20,82,20
1583,59,59,59,59,59,59,59
1584,19,19,80,19,80,80,19
1585,79,63,63,63,79,63,79
1586,73,73,80,78,78,80,73
1587,31,31,31,90,31,90,90
1588,80,70,80,70,77,77,77
1589,77,77,70,70,77,70,70
1590,80,80,70,80,80,70,80
1591,80,71,71,71,71,80,71
1592,80,80,80,80,71,80,80
1593,77,77,69,69,77,69,69
1594,71,71,79,79,79,71,79
1595,69,69,73,69,88,69,69
1596,88,68,88,88,88,87,73
1597,80,65,65,80,80,73,65
1598,78,70,70,70,88,70,70
1599,69,69,69,69,69,69,80
1600,77,77,70,70,77,77,70
1601,88,88,70,88,70,88,70
1602,71,71,80,71,80,80,80
1603,69,80,80,69,80,69,69
1604,88,82,88,78,82,78,21
1605,70,77,77,77,70,70,70
1606,70,78,70,78,78,78,78
1607,80,71,80,80,80,80,80
1608,80,74,76,80,74,76,70
1609,70,70,70,70,77,77,70
1610,78,73,78,73,70,70,73
1611,77,70,77,77,70,70,77
1612,86,86,71,86,86,71,71
1613,73,73,71,80,80,71,80
1614,31,77,31,77,77,80,77
1615,73,74,81,76,73,74,81
1616,80,68,68,80,68,80,80
1617,70,70,70,70,86,86,86
1618,73,78,63,73,73,63,78
1619,69,69,69,69,69,69,80
1620,70,77,70,70,70,70,77
1621,69,69,88,69,88,88,69
1622,77,66,66,77,66,77,66
1623,69,80,69,69,80,69,69
1624,88,88,71,88,88,71,88
1625,83,83,70,83,83,83,83
1626,69,80,80,77,80,80,80
1627,80,77,69,77,77,80,69
1628,67,67,80,80,80,80,67
1629,68,68,79,79,68,79,79
1630,80,80,80,69,69,69,69
1631,66,77,80,66,66,66,77
1632,69,69,89,89,69,89,89
1633,77,80,69,77,77,80,80
1634,69,80,69,80,80,80,80
1635,80,80,59,80,59,59,59
1636,80,69,80,80,69,80,69
1637,80,80,69,80,69,69,69
1638,69,69,69,69,69,78,78
1639,80,80,69,69,80,69,80
1640,69,80,69,69,69,69,80
1641,69,79,79,79,69,69,79
1642,80,69,80,80,69,80,80
1643,70,70,70,70,80,80,70
1644,70,70,70,70,77,70,70
1645,80,80,71,71,80,71,80
1646,73,80,80,73,71,71,71
1647,71,77,71,77,77,77,77
1648,80,80,71,80,80,71,71
1649,79,77,79,77,71,77,77
1650,80,71,80,80,71,80,71
1651,88,88,88,80,71,71,88
1652,86,70,86,70,70,86,70
1653,80,80,80,80,69,69,80
1654,77,77,71,77,71,77,77
1655,77,77,77,86,86,67,86
1656,77,77,77,77,77,77,71
1657,69,69,69,69,73,69,80
1658,80,69,69,80,80,80,69
1659,69,69,77,69,77,69,77
1660,80,80,80,80,69,80,69
1661,67,67,67,67,67,80,67
1662,86,70,86,86,86,86,86
1663,89,80,80,89,80,80,70
1664,77,70,70,77,77,70,77
1665,80,70,80,70,70,70,80
1666,70,80,70,80,80,80,80
1667,80,80,70,80,70,80,70
1668,70,77,70,70,70,70,70
1669,78,78,70,78,70,78,70
1670,77,88,77,88,77,88,77
1671,80,71,71,80,71,71,80
1672,66,66,66,80,80,66,80
1673,88,88,68,73,88,88,68
1674,35,35,35,80,35,35,35
1675,80,80,80,69,69,69,69
1676,80,80,69,69,80,69,69
1677,80,80,69,80,69,69,80
1678,71,71,71,71,71,71,80
1679,88,88,88,88,88,86,86
1680,86,71,86,86,80,86,80
1681,77,77,77,67,77,67,77
1682,69,69,69,80,69,69,69
