movie1,movie2,movie3,movie4,movie5,movie6,label
33564,1247,1304,1244,8949,3543,1
1247,1304,1244,8949,3543,7934,1
1304,1244,8949,3543,7934,3363,1
1244,8949,3543,7934,3363,6662,1
8949,3543,7934,3363,6662,26131,1
3543,7934,3363,6662,26131,1248,1
7934,3363,6662,26131,1248,912,1
3363,6662,26131,1248,912,26078,1
6662,26131,1248,912,26078,1276,1
26131,1248,912,26078,1276,7156,1
1248,912,26078,1276,7156,55820,1
912,26078,1276,7156,55820,4406,1
26078,1276,7156,55820,4406,1222,1
1276,7156,55820,4406,1222,1089,1
7156,55820,4406,1222,1089,80463,0
55820,4406,1222,1089,1262,1617,1
4406,1222,1089,1262,1617,5291,1
1222,1089,1262,1617,5291,913,1
1089,1262,1617,5291,913,908,1
1262,1617,5291,913,908,7333,1
1617,5291,913,908,7333,1209,1
5291,913,908,7333,1209,356,1
913,908,7333,1209,356,71033,1
908,7333,1209,356,71033,3730,1
7333,1209,356,71033,3730,2076,1
1209,356,71033,3730,2076,3788,1
1517,1028,953,661,2804,2054,0
1028,953,661,2804,783,277,1
953,661,2804,783,277,1042,1
661,2804,783,277,1042,914,1
2804,783,277,1042,914,3033,1
783,277,1042,914,3033,1367,0
277,1042,914,3033,1022,6377,1
1042,914,3033,1022,6377,6537,0
914,3033,1022,6377,6339,6539,1
3033,1022,6377,6339,6539,6365,1
1022,6377,6339,6539,6365,6373,1
6377,6339,6539,6365,6373,6550,0
6339,6539,6365,6373,595,364,1
6539,6365,6373,595,364,1035,1
6365,6373,595,364,1035,588,1
6373,595,364,1035,588,5472,1
595,364,1035,588,5472,5991,1
364,1035,588,5472,5991,3159,1
1035,588,5472,5991,3159,899,1
588,5472,5991,3159,899,4857,1
5472,5991,3159,899,4857,1282,1
5991,3159,899,4857,1282,4308,1
3159,899,4857,1282,4308,1220,1
899,4857,1282,4308,1220,1083,1
4857,1282,4308,1220,1083,2081,1
1282,4308,1220,1083,2081,2394,1
4308,1220,1083,2081,2394,4039,1
1220,1083,2081,2394,4039,1380,1
1083,2081,2394,4039,1380,4936,1
2081,2394,4039,1380,4936,6345,1
2394,4039,1380,4936,6345,1088,1
4039,1380,4936,6345,1088,1487,1
1380,4936,6345,1088,1487,4193,1
4936,6345,1088,1487,4193,2084,1
6345,1088,1487,4193,2084,2017,1
1088,1487,4193,2084,2017,1030,0
1487,4193,2084,2017,34,1136,1
4193,2084,2017,34,1136,4886,1
2084,2017,34,1136,4886,3114,1
2017,34,1136,4886,3114,1,1
34,1136,4886,3114,1,5299,1
1136,4886,3114,1,5299,1073,1
4886,3114,1,5299,1073,5103,1
3114,1,5299,1073,5103,11,1
1,5299,1073,5103,11,539,1
5299,1073,5103,11,539,597,1
1073,5103,11,539,597,4799,1
5103,11,539,597,4799,356,1
11,539,597,4799,356,934,1
539,597,4799,356,934,4880,1
597,4799,356,934,4880,1270,1
4799,356,934,4880,1270,339,1
356,934,4880,1270,339,1307,1
934,4880,1270,339,1307,1197,1
4880,1270,339,1307,1197,440,1
1270,339,1307,1197,440,5377,1
339,1307,1197,440,5377,4963,1
1307,1197,440,5377,4963,1777,1
1197,440,5377,4963,1777,3536,1
440,5377,4963,1777,3536,39,0
5377,4963,1777,3536,2795,1580,0
4963,1777,3536,2795,2321,2791,1
1777,3536,2795,2321,2791,3448,1
3536,2795,2321,2791,3448,1265,1
2795,2321,2791,3448,1265,3911,1
2321,2791,3448,1265,3911,3948,1
2791,3448,1265,3911,3948,3421,1
3448,1265,3911,3948,3421,3552,1
1265,3911,3948,3421,3552,5945,1
3911,3948,3421,3552,5945,3174,0
3948,3421,3552,5945,3809,3791,1
3421,3552,5945,3809,3791,5995,1
3552,5945,3809,3791,5995,6155,1
5945,3809,3791,5995,6155,5785,1
3809,3791,5995,6155,5785,4951,1
3791,5995,6155,5785,4951,5464,1
5995,6155,5785,4951,5464,5378,1
6155,5785,4951,5464,5378,2628,1
5785,4951,5464,5378,2628,5415,1
4951,5464,5378,2628,5415,4310,1
5464,5378,2628,5415,4310,5349,1
5378,2628,5415,4310,5349,5957,1
2628,5415,4310,5349,5957,5502,1
5415,4310,5349,5957,5502,4995,1
4310,5349,5957,5502,4995,6266,1
5349,5957,5502,4995,6266,5400,1
5957,5502,4995,6266,5400,4373,1
5502,4995,6266,5400,4373,4994,1
4995,6266,5400,4373,4994,4867,0
6266,5400,4373,4994,5444,5267,1
5400,4373,4994,5444,5267,5014,1
4373,4994,5444,5267,5014,5989,1
4994,5444,5267,5014,5989,5445,1
5444,5267,5014,5989,5445,4958,0
5267,5014,5989,5445,5873,5620,1
5014,5989,5445,5873,5620,6252,0
5989,5445,5873,5620,4246,4992,1
5445,5873,5620,4246,4992,4018,1
5873,5620,4246,4992,4018,4054,1
5620,4246,4992,4018,4054,4975,1
4246,4992,4018,4054,4975,4639,1
4992,4018,4054,4975,4639,5943,1
4018,4054,4975,4639,5943,4069,1
4054,4975,4639,5943,4069,5296,0
4975,4639,5943,4069,4025,6156,0
4639,5943,4069,4025,4022,5952,1
5943,4069,4025,4022,5952,4993,1
4069,4025,4022,5952,4993,4896,1
4025,4022,5952,4993,4896,5816,1
4022,5952,4993,4896,5816,5218,1
5952,4993,4896,5816,5218,3287,1
4993,4896,5816,5218,3287,3988,1
4896,5816,5218,3287,3988,6874,0
5816,5218,3287,3988,6936,6709,0
5218,3287,3988,6936,2565,6568,1
3287,3988,6936,2565,6568,594,1
3988,6936,2565,6568,594,73,1
6936,2565,6568,594,73,2087,1
2565,6568,594,73,2087,918,1
6568,594,73,2087,918,1288,1
594,73,2087,918,1288,1416,1
73,2087,918,1288,1416,6218,1
2087,918,1288,1416,6218,4823,1
918,1288,1416,6218,4823,6188,1
1288,1416,6218,4823,6188,3301,1
1416,6218,4823,6188,3301,4718,1
6218,4823,6188,3301,4718,4728,1
4823,6188,3301,4718,4728,4890,1
6188,3301,4718,4728,4890,5941,1
3301,4718,4728,4890,5941,5481,1
4718,4728,4890,5941,5481,3882,0
4728,4890,5941,5481,6586,3534,1
4890,5941,5481,6586,3534,5222,1
5941,5481,6586,3534,5222,5881,0
5481,6586,3534,5222,5151,3755,1
6586,3534,5222,5151,3755,5574,0
3534,5222,5151,3755,524,3594,1
5222,5151,3755,524,3594,1080,0
5151,3755,524,3594,7153,7149,0
3755,524,3594,7153,6711,6324,0
524,3594,7153,6711,7143,7080,1
3594,7153,6711,7143,7080,7060,1
7153,6711,7143,7080,7060,7045,0
6711,7143,7080,7060,6944,7147,1
7143,7080,7060,6944,7147,7173,0
7080,7060,6944,7147,3160,7317,1
7060,6944,7147,3160,7317,919,1
6944,7147,3160,7317,919,480,1
7147,3160,7317,919,480,457,1
3160,7317,919,480,457,150,1
7317,919,480,457,150,318,1
919,480,457,150,318,527,1
480,457,150,318,527,377,1
457,150,318,527,377,344,0
150,318,527,377,736,231,1
318,527,377,736,231,500,1
527,377,736,231,500,1097,1
377,736,231,500,1097,2028,1
736,231,500,1097,2028,185,1
231,500,1097,2028,185,208,0
500,1097,2028,185,2571,62,1
1097,2028,185,2571,62,1721,1
2028,185,2571,62,1721,2762,1
185,2571,62,1721,2762,586,1
2571,62,1721,2762,586,788,1
62,1721,2762,586,788,1393,1
1721,2762,586,788,1393,2,1
2762,586,788,1393,2,317,1
586,788,1393,2,317,1961,1
788,1393,2,317,1961,7,1
1393,2,317,1961,7,3,1
2,317,1961,7,3,2683,1
317,1961,7,3,2683,1923,1
1961,7,3,2683,1923,5,1
7,3,2683,1923,5,104,1
3,2683,1923,5,104,2706,1
2683,1923,5,104,2706,2710,1
1923,5,104,2706,2710,1407,1
5,104,2706,2710,1407,1246,1
104,2706,2710,1407,1246,1682,1
2706,2710,1407,1246,1682,2011,1
2710,1407,1246,1682,2011,852,1
1407,1246,1682,2011,852,2012,1
1246,1682,2011,852,2012,3408,1
1682,2011,852,2012,3408,333,1
2011,852,2012,3408,333,1302,1
852,2012,3408,333,1302,3147,1
2012,3408,333,1302,3147,585,0
3408,333,1302,3147,2502,1569,1
333,1302,3147,2502,1569,719,1
1302,3147,2502,1569,719,2058,1
3147,2502,1569,719,2058,1947,1
2502,1569,719,2058,1947,637,1
1569,719,2058,1947,637,455,0
719,2058,1947,637,2724,1962,1
2058,1947,637,2724,1962,1345,0
1947,637,2724,1962,1663,60,1
637,2724,1962,1663,60,2581,1
2724,1962,1663,60,2581,1967,0
1962,1663,60,2581,1911,6765,1
1663,60,2581,1911,6765,2617,0
60,2581,1911,6765,3967,3247,1
2581,1911,6765,3967,3247,2942,1
1911,6765,3967,3247,2942,2792,1
6765,3967,3247,2942,2792,7375,1
3967,3247,2942,2792,7375,7381,1
3247,2942,2792,7375,7381,7318,1
2942,2792,7375,7381,7318,4306,1
2792,7375,7381,7318,4306,6331,1
7375,7381,7318,4306,6331,8008,1
7381,7318,4306,6331,8008,3916,1
7318,4306,6331,8008,3916,6378,0
4306,6331,8008,3916,7614,6005,0
6331,8008,3916,7614,6565,2501,1
8008,3916,7614,6565,2501,8360,1
3916,7614,6565,2501,8360,8529,1
7614,6565,2501,8360,8529,8665,0
6565,2501,8360,8529,8783,8641,1
590,593,161,318,208,110,1
593,161,318,208,110,356,1
161,318,208,110,356,454,0
318,208,110,356,500,586,0
208,110,356,500,587,539,1
110,356,500,587,539,597,1
356,500,587,539,597,282,1
500,587,539,597,282,350,0
587,539,597,282,553,736,0
539,597,282,553,339,34,1
597,282,553,339,34,185,0
282,553,339,34,377,266,1
553,339,34,377,266,315,0
339,34,377,266,168,48,1
34,377,266,168,48,277,0
780,32,1,25,141,648,0
32,1,25,141,36,260,1
1,25,141,36,260,608,1
25,141,36,260,608,1073,1
141,36,260,608,1073,784,1
36,260,608,1073,784,802,1
260,608,1073,784,802,1210,1
608,1073,784,802,1210,661,1
1073,784,802,1210,661,858,1
784,802,1210,661,858,707,1
802,1210,661,858,707,761,1
1210,661,858,707,761,1367,1
661,858,707,761,1367,1391,1
858,707,761,1367,1391,81,1
707,761,1367,1391,81,800,1
761,1367,1391,81,800,29,1
1367,1391,81,800,29,828,1
1391,81,800,29,828,766,0
81,800,29,828,742,801,1
800,29,828,742,801,714,1
29,828,742,801,714,1051,1
828,742,801,714,1051,869,1
742,801,714,1051,869,1151,1
801,714,1051,869,1151,1454,1
714,1051,869,1151,1454,592,1
1051,869,1151,1454,592,296,1
869,1151,1454,592,296,593,1
1151,1454,592,296,593,47,1
1454,592,296,593,47,367,0
592,296,593,47,500,551,1
296,593,47,500,551,111,1
593,47,500,551,111,163,1
47,500,551,111,163,555,1
500,551,111,163,555,318,1
551,111,163,555,318,380,1
111,163,555,318,380,235,1
163,555,318,380,235,317,1
555,318,380,235,317,471,0
318,380,235,317,485,475,1
380,235,317,485,475,596,1
235,317,485,475,596,541,1
317,485,475,596,541,1079,1
485,475,596,541,1079,1196,1
475,596,541,1079,1196,1198,1
596,541,1079,1196,1198,1291,1
541,1079,1196,1198,1291,1136,1
1079,1196,1198,1291,1136,1270,1
1196,1198,1291,1136,1270,1080,1
1198,1291,1136,1270,1080,1197,1
1291,1136,1270,1080,1197,428,1
1136,1270,1080,1197,428,720,1
1270,1080,1197,428,720,1193,1
1080,1197,428,720,1193,1214,1
1197,428,720,1193,1214,1225,1
428,720,1193,1214,1225,1246,1
720,1193,1214,1225,1246,1265,0
1193,1214,1225,1246,290,919,1
1214,1225,1246,290,919,1089,1
1225,1246,290,919,1089,1208,1
1246,290,919,1089,1208,1220,1
290,919,1089,1208,1220,1259,1
919,1089,1208,1220,1259,1304,1
1089,1208,1220,1259,1304,5060,1
1208,1220,1259,1304,5060,1025,1
1220,1259,1304,5060,1025,1148,1
1259,1304,5060,1025,1148,861,1
1304,5060,1025,1148,861,903,1
5060,1025,1148,861,903,1201,1
1025,1148,861,903,1201,994,1
1148,861,903,1201,994,1104,1
861,903,1201,994,1104,1276,1
903,1201,994,1104,1276,176,1
2770,2005,277,1347,1125,3087,1
2005,277,1347,1125,3087,2072,1
277,1347,1125,3087,2072,593,1
1347,1125,3087,2072,593,3793,0
1125,3087,2072,593,1210,527,1
3087,2072,593,1210,527,2762,1
2072,593,1210,527,2762,1270,1
593,1210,527,2762,1270,590,0
1210,527,2762,1270,7438,3578,1
150,329,356,480,500,586,0
329,356,480,500,357,527,1
356,480,500,357,527,17,1
480,500,357,527,17,141,1
500,357,527,17,141,171,1
150,590,592,588,344,457,1
590,592,588,344,457,231,0
592,588,344,457,316,349,1
588,344,457,316,349,356,0
344,457,316,349,292,329,0
457,316,349,292,480,161,0
316,349,292,480,185,10,0
349,292,480,185,253,288,0
292,480,185,253,454,589,1
480,185,253,454,589,34,1
185,253,454,589,34,300,0
253,454,589,34,587,597,1
454,589,34,587,597,50,0
589,34,587,597,539,32,0
34,587,597,539,39,225,0
587,597,539,39,350,440,1
597,539,39,350,440,11,1
539,39,350,440,11,432,0
39,350,440,11,282,315,0
350,440,11,282,474,236,1
440,11,282,474,236,508,0
11,282,474,236,553,141,0
282,474,236,553,337,736,1
474,236,553,337,736,62,0
236,553,337,736,368,158,0
553,337,736,368,333,370,0
337,736,368,333,648,224,0
2300,3969,3791,3594,45880,2526,0
3969,3791,3594,45880,44613,32289,1
3791,3594,45880,44613,32289,38388,1
3594,45880,44613,32289,38388,8643,1
45880,44613,32289,38388,8643,47382,1
44613,32289,38388,8643,47382,58107,1
32289,38388,8643,47382,58107,7259,0
38388,8643,47382,58107,8911,7169,1
8643,47382,58107,8911,7169,56949,1
150,590,380,165,349,588,0
590,380,165,349,377,589,1
380,165,349,377,589,733,1
165,349,377,589,733,780,1
349,377,589,733,780,231,1
377,589,733,780,231,316,1
589,733,780,231,316,593,1
733,780,231,316,593,329,1
780,231,316,593,329,292,0
231,316,593,329,318,434,1
316,593,329,318,434,457,1
593,329,318,434,457,168,1
329,318,434,457,168,370,0
318,434,457,168,553,39,0
434,457,168,553,110,383,1
457,168,553,110,383,520,0
168,553,110,383,161,10,1
553,110,383,161,10,454,1
110,383,161,10,454,368,1
383,161,10,454,368,471,1
161,10,454,368,471,485,0
318,527,50,356,6539,6377,1
527,50,356,6539,6377,7361,1
50,356,6539,6377,7361,6874,0
356,6539,6377,7361,8961,33794,1
6539,6377,7361,8961,33794,7438,0
6377,7361,8961,33794,116797,115617,1
7361,8961,33794,116797,115617,112556,1
8961,33794,116797,115617,112556,4993,0
33794,116797,115617,112556,58559,5952,0
116797,115617,112556,58559,30749,79132,1
115617,112556,58559,30749,79132,2959,1
112556,58559,30749,79132,2959,2858,1
58559,30749,79132,2959,2858,6016,0
30749,79132,2959,2858,48394,4306,1
79132,2959,2858,48394,4306,3793,1
2959,2858,48394,4306,3793,4886,1
2858,48394,4306,3793,4886,5445,1
48394,4306,3793,4886,5445,4963,1
4306,3793,4886,5445,4963,5349,0
3793,4886,5445,4963,4995,5418,0
4886,5445,4963,4995,5989,4896,1
5445,4963,4995,5989,4896,3623,0
4963,4995,5989,4896,3408,3948,1
4995,5989,4896,3408,3948,6711,1
5989,4896,3408,3948,6711,8636,0
4896,3408,3948,6711,44191,8360,1
3408,3948,6711,44191,8360,33493,0
3948,6711,44191,8360,46578,5218,0
6711,44191,8360,46578,4308,48780,1
44191,8360,46578,4308,48780,54286,1
8360,46578,4308,48780,54286,51662,0
46578,4308,48780,54286,56367,3755,1
4308,48780,54286,56367,3755,5502,1
48780,54286,56367,3755,5502,72998,0
54286,56367,3755,5502,68954,4720,0
56367,3755,5502,68954,30707,6863,0
3755,5502,68954,30707,4447,4018,0
5502,68954,30707,4447,33166,5991,1
68954,30707,4447,33166,5991,6942,1
30707,4447,33166,5991,6942,3535,1
4447,33166,5991,6942,3535,6870,1
33166,5991,6942,3535,6870,70286,0
5991,6942,3535,6870,44195,41566,0
6942,3535,6870,44195,49530,5956,0
3535,6870,44195,49530,8970,3798,0
6870,44195,49530,8970,40819,69757,0
44195,49530,8970,40819,45499,74458,1
49530,8970,40819,45499,74458,27773,1
8970,40819,45499,74458,27773,54001,1
40819,45499,74458,27773,54001,78499,1
45499,74458,27773,54001,78499,7293,1
74458,27773,54001,78499,7293,81845,1
27773,54001,78499,7293,81845,73017,1
54001,78499,7293,81845,73017,71535,1
78499,7293,81845,73017,71535,53125,1
7293,81845,73017,71535,53125,4299,1
81845,73017,71535,53125,4299,81591,0
73017,71535,53125,4299,80463,4016,1
71535,53125,4299,80463,4016,89745,1
53125,4299,80463,4016,89745,39183,0
4299,80463,4016,89745,44199,54272,0
80463,4016,89745,44199,3969,91529,1
4016,89745,44199,3969,91529,3827,0
89745,44199,3969,91529,55765,99114,0
44199,3969,91529,55765,3534,6157,0
3969,91529,55765,3534,6708,8972,1
91529,55765,3534,6708,8972,59784,1
55765,3534,6708,8972,59784,6541,1
3534,6708,8972,59784,6541,8783,1
6708,8972,59784,6541,8783,5444,1
8972,59784,6541,8783,5444,7451,1
59784,6541,8783,5444,7451,45517,0
6541,8783,5444,7451,88125,30825,0
8783,5444,7451,88125,69481,8533,0
5444,7451,88125,69481,91500,87232,1
7451,88125,69481,91500,87232,4388,0
88125,69481,91500,87232,82459,6155,1
69481,91500,87232,82459,6155,8807,0
91500,87232,82459,6155,41285,7444,0
87232,82459,6155,41285,60074,66097,1
82459,6155,41285,60074,66097,5620,1
6155,41285,60074,66097,5620,45186,0
41285,60074,66097,5620,66934,96610,0
60074,66097,5620,66934,79091,112852,1
66097,5620,66934,79091,112852,4992,1
5620,66934,79091,112852,4992,55276,0
66934,79091,112852,4992,86332,7149,0
79091,112852,4992,86332,4700,55290,0
112852,4992,86332,4700,7173,109374,0
4992,86332,4700,7173,46972,63876,1
86332,4700,7173,46972,63876,81847,1
4700,7173,46972,63876,81847,72378,0
7173,46972,63876,81847,91542,45950,1
46972,63876,81847,91542,45950,6595,0
63876,81847,91542,45950,4366,44022,0
81847,91542,45950,4366,86882,97921,1
91542,45950,4366,86882,97921,5957,1
45950,4366,86882,97921,5957,6873,0
4366,86882,97921,5957,72641,45672,0
86882,97921,5957,72641,58803,80489,0
97921,5957,72641,58803,81932,56949,0
5957,72641,58803,81932,106487,95510,1
72641,58803,81932,106487,95510,91630,0
58803,81932,106487,95510,47629,58025,0
81932,106487,95510,47629,56788,6535,0
106487,95510,47629,56788,63062,8907,0
95510,47629,56788,63062,88810,49286,0
47629,56788,63062,88810,80549,56171,0
56788,63062,88810,80549,90866,54190,0
63062,88810,80549,90866,56339,97913,1
88810,80549,90866,56339,97913,60126,0
80549,90866,56339,97913,5066,37727,0
90866,56339,97913,5066,64716,4155,0
56339,97913,5066,64716,5816,48516,1
97913,5066,64716,5816,48516,8665,1
5066,64716,5816,48516,8665,3753,0
64716,5816,48516,8665,6378,4025,0
5816,48516,8665,6378,50872,4270,0
48516,8665,6378,50872,8798,3916,0
8665,6378,50872,8798,76093,59369,0
6378,50872,8798,76093,69844,64957,0
50872,8798,76093,69844,81834,6287,0
8798,76093,69844,81834,79702,34150,0
76093,69844,81834,79702,40629,4823,0
69844,81834,79702,40629,97304,88140,1
81834,79702,40629,97304,88140,6593,0
79702,40629,97304,88140,111759,46970,0
40629,97304,88140,111759,89492,63992,0
97304,88140,111759,89492,56152,4386,0
88140,111759,89492,56152,97938,8969,0
111759,89492,56152,97938,56775,88163,1
89492,56152,97938,56775,88163,5943,1
56152,97938,56775,88163,5943,36401,0
97938,56775,88163,5943,65261,8666,0
56775,88163,5943,65261,70293,45501,0
88163,5943,65261,70293,53129,52458,0
5943,65261,70293,53129,106696,58047,0
65261,70293,53129,106696,89904,35957,1
70293,53129,106696,89904,35957,44972,0
53129,106696,89904,35957,47518,8860,0
106696,89904,35957,47518,5971,61406,1
89904,35957,47518,5971,61406,296,1
35957,47518,5971,61406,296,93006,1
47518,5971,61406,296,93006,105844,1
5971,61406,296,93006,105844,2692,0
61406,296,93006,105844,8464,69122,1
296,93006,105844,8464,69122,33679,0
93006,105844,8464,69122,593,480,0
105844,8464,69122,593,1,1210,0
8464,69122,593,1,150,780,0
69122,593,1,150,588,608,1
593,1,150,588,608,858,1
1,150,588,608,858,1270,1
150,588,608,858,1270,47,1
588,608,858,1270,47,377,0
608,858,1270,47,344,648,1
858,1270,47,344,648,364,1
1270,47,344,648,364,1193,1
47,344,648,364,1193,1265,1
344,648,364,1193,1265,1291,0
648,364,1193,1265,1036,1073,1
364,1193,1265,1036,1073,1221,1
1193,1265,1036,1073,1221,2716,1
1265,1036,1073,1221,2716,587,0
1036,1073,1221,2716,1704,539,0
1073,1221,2716,1704,253,1089,1
1221,2716,1704,253,1089,185,0
2716,1704,253,1089,2396,161,0
1704,253,1089,2396,339,2706,0
253,1089,2396,339,1258,750,1
1089,2396,339,1258,750,3114,0
2396,339,1258,750,919,2918,1
339,1258,750,919,2918,1517,0
1258,750,919,2918,2987,2291,0
750,919,2918,2987,2174,551,1
919,2918,2987,2174,551,1220,0
2918,2987,2174,551,2011,2797,1
2987,2174,551,2011,2797,1219,1
2174,551,2011,2797,1219,788,0
551,2011,2797,1219,1407,1247,1
2011,2797,1219,1407,1247,1380,0
2797,1219,1407,1247,3052,1288,0
1219,1407,1247,3052,317,920,0
1407,1247,3052,317,520,653,0
1247,3052,317,520,1148,1207,1
3052,317,520,1148,1207,903,1
317,520,1148,1207,903,2081,0
520,1148,1207,903,1028,1035,0
1148,1207,903,1028,1203,2671,0
1207,903,1028,1203,2804,1282,1
903,1028,1203,2804,1282,1377,0
1028,1203,2804,1282,3418,1242,1
1203,2804,1282,3418,1242,342,0
2804,1282,3418,1242,2572,910,1
1282,3418,1242,2572,910,2424,0
3418,1242,2572,910,1333,2023,0
1242,2572,910,1333,899,902,1
2572,910,1333,899,902,4085,0
910,1333,899,902,2080,914,1
1333,899,902,2080,914,246,0
899,902,2080,914,1994,1029,1
902,2080,914,1994,1029,2248,1
2080,914,1994,1029,2248,724,0
914,1994,1029,2248,1271,2078,0
1994,1029,2248,1271,3499,2541,0
1029,2248,1271,3499,1962,2427,0
2248,1271,3499,1962,2746,2761,0
1271,3499,1962,2746,1244,1235,0
3499,1962,2746,1244,3489,2420,0
1962,2746,1244,3489,616,2717,0
2746,1244,3489,616,362,5481,0
1244,3489,616,362,2160,1032,0
3489,616,362,2160,1223,1882,0
616,362,2160,1223,1321,2145,0
362,2160,1223,1321,3275,2018,0
2160,1223,1321,3275,2087,1911,0
1223,1321,3275,2087,898,1104,1
1321,3275,2087,898,1104,2300,1
3275,2087,898,1104,2300,60,0
2087,898,1104,2300,1411,1212,0
898,1104,2300,1411,2096,1298,0
1104,2300,1411,2096,916,3556,1
2300,1411,2096,916,3556,1801,1
1411,2096,916,3556,1801,1499,0
2096,916,3556,1801,954,3608,0
916,3556,1801,954,837,1945,1
3556,1801,954,837,1945,1025,1
1801,954,837,1945,1025,2384,0
954,837,1945,1025,1256,2013,0
837,1945,1025,1256,915,1835,0
1945,1025,1256,915,1566,909,1
1025,1256,915,1566,909,3157,0
1256,915,1566,909,1955,2728,0
915,1566,909,1955,3098,2719,0
1566,909,1955,3098,926,3034,1
909,1955,3098,926,3034,928,1
1955,3098,926,3034,928,262,1
3098,926,3034,928,262,1892,1
926,3034,928,262,1892,2338,0
3034,928,262,1892,955,1588,0
928,262,1892,955,905,1033,0
262,1892,955,905,4069,911,1
1892,955,905,4069,911,2433,0
955,905,4069,911,1096,4041,0
905,4069,911,1096,3088,3844,1
4069,911,1096,3088,3844,239,0
911,1096,3088,3844,1064,1431,0
1096,3088,3844,1064,2132,900,0
3088,3844,1064,2132,154,3461,0
3844,1064,2132,154,2090,2176,0
1064,2132,154,2090,971,3477,0
2132,154,2090,971,2316,4679,0
154,2090,971,2316,2312,709,0
2090,971,2316,2312,904,912,1
971,2316,2312,904,912,922,1
2316,2312,904,912,922,1213,1
2312,904,912,922,1213,1252,1
904,912,922,1213,1252,3022,1
912,922,1213,1252,3022,923,0
922,1213,1252,3022,1939,1283,1
1213,1252,3022,1939,1283,3801,1
1252,3022,1939,1283,3801,953,1
3022,1939,1283,3801,953,7234,0
1939,1283,3801,953,906,7215,0
1283,3801,953,906,4920,2502,0
3801,953,906,4920,49389,7065,0
953,906,4920,49389,2227,25771,1
906,4920,49389,2227,25771,2644,0
4920,49389,2227,25771,1929,25797,0
49389,2227,25771,1929,1931,7222,0
2227,25771,1929,1931,594,7078,1
25771,1929,1931,594,7078,8600,1
1929,1931,594,7078,8600,25856,0
1931,594,7078,8600,6412,9008,0
594,7078,8600,6412,946,6856,1
7078,8600,6412,946,6856,1936,1
8600,6412,946,6856,1936,25906,1
6412,946,6856,1936,25906,71970,1
946,6856,1936,25906,71970,918,1
6856,1936,25906,71970,918,1938,1
1936,25906,71970,918,1938,7728,0
25906,71970,918,1938,8695,25937,0
71970,918,1938,8695,8718,123545,0
918,1938,8695,8718,7121,1022,1
1938,8695,8718,7121,1022,3364,0
8695,8718,7121,1022,6429,1197,1
8718,7121,1022,6429,1197,595,1
7121,1022,6429,1197,595,116823,1
1022,6429,1197,595,116823,107141,1
6429,1197,595,116823,107141,1961,1
1197,595,116823,107141,1961,117176,0
595,116823,107141,1961,932,96588,1
116823,107141,1961,932,96588,3451,1
107141,1961,932,96588,3451,111921,1
1961,932,96588,3451,111921,84392,0
932,96588,3451,111921,93008,948,1
96588,3451,111921,93008,948,77846,1
3451,111921,93008,948,77846,4359,0
111921,93008,948,77846,86487,2194,0
93008,948,77846,86487,56587,81564,1
948,77846,86487,56587,81564,43936,0
77846,86487,56587,81564,86833,51086,0
86487,56587,81564,86833,95167,45081,0
56587,81564,86833,95167,105504,7164,0
81564,86833,95167,105504,106100,101864,0
86833,95167,105504,106100,7366,78574,0
95167,105504,106100,7366,56941,59725,0
105504,106100,7366,56941,64983,94777,0
106100,7366,56941,64983,98154,65130,0
7366,56941,64983,98154,89470,45732,0
56941,64983,98154,89470,7380,63853,0
64983,98154,89470,7380,97306,50685,1
98154,89470,7380,97306,50685,8808,0
89470,7380,97306,50685,65230,91535,0
7380,97306,50685,65230,6887,6624,0
97306,50685,65230,6887,72733,89753,0
50685,65230,6887,72733,72737,70599,0
65230,6887,72733,72737,73023,103141,1
6887,72733,72737,73023,103141,33669,0
72733,72737,73023,103141,44193,111360,0
72737,73023,103141,44193,43560,55872,1
73023,103141,44193,43560,55872,68793,1
103141,44193,43560,55872,68793,106002,0
44193,43560,55872,68793,108190,70183,1
43560,55872,68793,108190,70183,88405,1
55872,68793,108190,70183,88405,6566,0
68793,108190,70183,88405,58154,42002,1
108190,70183,88405,58154,42002,73268,0
70183,88405,58154,42002,67267,5264,0
88405,58154,42002,67267,5387,46974,0
58154,42002,67267,5387,79139,33499,0
42002,67267,5387,79139,59258,5048,0
67267,5387,79139,59258,110553,99112,0
5387,79139,59258,110553,73015,6958,0
79139,59258,110553,73015,58347,90647,0
59258,110553,73015,58347,62293,83132,0
110553,73015,58347,62293,99007,114662,1
73015,58347,62293,99007,114662,67788,0
58347,62293,99007,114662,736,1580,0
62293,99007,114662,736,1721,1097,0
99007,114662,736,1721,500,367,0
114662,736,1721,500,597,1136,1
736,1721,500,597,1136,39,1
1721,500,597,1136,39,454,0
500,597,1136,39,1513,2085,1
597,1136,39,1513,2085,2581,0
1136,39,1513,2085,2125,2997,0
39,1513,2085,2125,112175,95654,0
1883,4002,6502,5995,2231,6863,0
4002,6502,5995,2231,4734,837,0
6502,5995,2231,4734,1810,2840,0
5995,2231,4734,1810,2803,8874,1
2231,4734,1810,2803,8874,4967,1
4734,1810,2803,8874,4967,5225,1
1810,2803,8874,4967,5225,6016,1
2803,8874,4967,5225,6016,38061,1
8874,4967,5225,6016,38061,2579,1
4967,5225,6016,38061,2579,4226,1
5225,6016,38061,2579,4226,2329,1
6016,38061,2579,4226,2329,33903,1
38061,2579,4226,2329,33903,50,1
2579,4226,2329,33903,50,2858,1
